"","category","name","reviewer","reviews","veridied","date.of.review","ratings"
"1408","table","K&M Konig & Meyer 26772.000.56 Table Monitor/Speaker Stand | Solid Stable V Shape Level Base | Height Adjust | Secure Safety Pin | Non-Slip/Vibration Rubber Pads | Steel | German Made | Black","Skyler G","I am pleased with these. Not cheap, but they have improved the sound substantially by raising them to the right height and providing a decent, isolating base.","Verified Purchase","Reviewed in the United Kingdom on 30 May 2021","5.0 out of 5 stars"
"1409","table","K&M Konig & Meyer 26772.000.56 Table Monitor/Speaker Stand | Solid Stable V Shape Level Base | Height Adjust | Secure Safety Pin | Non-Slip/Vibration Rubber Pads | Steel | German Made | Black","Jeff-man","Robusto , solido, ben costruito, comodo per la forma a U  salva spazio.  Ottimo prodotto come tutti quelli di questa marca.","Verified Purchase","Reviewed in Italy on 17 October 2021","5.0 out of 5 stars"
"1410","table","K&M Konig & Meyer 26772.000.56 Table Monitor/Speaker Stand | Solid Stable V Shape Level Base | Height Adjust | Secure Safety Pin | Non-Slip/Vibration Rubber Pads | Steel | German Made | Black","Bob","Très bon produit.On ressent la qualité comme je l’avais vu dans des vidéos et dans les commentaires.Les supports sont un peu lourds mais c’est gage de qualité et je ne pense pas que ça bougera dans le temps.C’est un bon investissement mais un peu cher.","Verified Purchase","Reviewed in France on 14 November 2020","5.0 out of 5 stars"
"1411","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Helen Ho","I bought 2 tables for the bedroom. They have a contemporary industrial look. I am pleased with how they complement the rest of our bedroom furniture. They are a little taller than the mattress but we plan to buy a foundation/box springs so the tables will be at the right height. The tables are sturdy. I used rubber corner protectors (from a set of tables from another company) on the front-facing corners because the corners could cause injury if you bump into them. I wish the manufacturer thought about these corner protectors. I will update on durability in the future.","Verified Purchase","Reviewed in the United States on 2 February 2022","4.3 out of 5 stars"
"1412","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Helen Ho","Ordered the pink one for my teenage daughter. It is extremely sturdy…I was surprised. The metal doors and side pieces are nice quality and make the piece unique. It was easy to assemble and the directions were simple to follow.","Verified Purchase","Reviewed in the United States on 10 March 2023","5.0 out of 5 stars"
"1413","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Melissa G","the screws/wood pegs and holes did not line up properly, it was a struggle to get this together. I had to shave 4 of the pegs to get the middle shelf on, the metal bends very easily, the arms that close the front grates are so cheap they bend and do not work well.","Verified Purchase","Reviewed in the United States on 18 August 2021","5.0 out of 5 stars"
"1414","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","sher","Table is such a good price and it is so cute. Assembly was a little bit of a struggle and I wish the instructions were a bit more clear. But overall great purchase!","Verified Purchase","Reviewed in the United States on 8 April 2022","5.0 out of 5 stars"
"1415","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Katherine","It was prefect","Verified Purchase","Reviewed in the United States on 21 January 2024","2.0 out of 5 stars"
"1416","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Edward James","Was a little wobbly when you just have the C pegs in, but is very sturdy once fully put together. I like the size and weight of it. Easy to move around and plenty of storage.","Verified Purchase","Reviewed in the United States on 5 June 2023","5.0 out of 5 stars"
"1417","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Zenyatta Merkel","Cheap material which came with a broken part.","Verified Purchase","Reviewed in the United States on 18 February 2022","5.0 out of 5 stars"
"1418","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Chelsea Crouch","Do not buy it. It’s junk.","Verified Purchase","Reviewed in the United States on 16 March 2023","5.0 out of 5 stars"
"1419","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Amazon Customer","These things sucks to put together, and they even gave us the wrong hinge for one of the doors but it looks good once completed. HAVE TWO PEOPLE FOR ASSEMBLY","Verified Purchase","Reviewed in the United States on 31 December 2022","2.0 out of 5 stars"
"1420","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Justin Linden","組み立ては少し難しかった。スチールフレームで固定するまでは足等で押さえていないとなかなか進まない。そして、スチールフレームのネジ穴と木のネジ穴がびっくりするくらい合わなかったが、力でなんとか固定した。結局完成したし、めっちゃしっかりしてるから全然いい。結果オーライ。","Verified Purchase","Reviewed in Japan on 15 December 2023","1.0 out of 5 stars"
"1421","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Alex","The end result is amazing. I love it. Good quality and completely sturdy. But the directions where a bloody nightmare. I had to disassemble it twice because I’d done the cabinet section wrong in two different ways. But the tears of frustration were worth it.","Verified Purchase","Reviewed in the United States on 29 September 2022","4.3 out of 5 stars"
"1422","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Maa","Never wasted so much time on a little piece of furniture. Wooden connector are to small. Great if you miss doing house of cards. Had to tape it together to be able to assembly. Worst assembly I had to do ever. Even instructions are not super clear. End product is cute. But I almost gave up on the assembly. Waste of time and energy.","Verified Purchase","Reviewed in Canada on 9 May 2023","4.0 out of 5 stars"
"1423","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Maa","Very easy to assemble and super cute. However, the back board was a bit too long and I had to cut it myself to fit. Other than that it’s very good quality.","Verified Purchase","Reviewed in the United States on 9 July 2022","2.0 out of 5 stars"
"1424","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","gg","I agree with the reviews about the wooden dowels being to skinny and not holding the main part of the furniture together so if you're putting this together by yourself assemble the main box together then put some tape to hold it together so can screw on the metal sides, once that is done you can continue with the rest of the assembly.  Piece of cake 🎂","Verified Purchase","Reviewed in the United States on 11 December 2023","2.0 out of 5 stars"
"1425","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Kevin H.","Nice tables but a bit pricey but overall very nice","Verified Purchase","Reviewed in the United States on 7 January 2022","4.0 out of 5 stars"
"1426","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Sam L.","Very sturdy product overall. But after attaching the door arm hinge, it did break. The door still functions and no visible issues because of it. I’m waiting to find a replacement or another solution now though. So be more careful than I was while you’re assembling those.","Verified Purchase","Reviewed in the United States on 23 March 2023","5.0 out of 5 stars"
"1427","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Dustin B","It’s okOne came damaged","Verified Purchase","Reviewed in the United States on 22 June 2023","3.0 out of 5 stars"
"1428","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Jacob Deason","I will update later with photos but I love my nightstands. They were easy to assemble and they are sturdy. There were no missing or damaged pieces even though there was damage to the box all items inside were fine. Putting on the doors I tried both ways and the first way left the door hanging too far out. I saw this in one of the reviews. All you have to do is flip the door the other way which I was able to do in a matter of seconds. I definitely recommend this product and would purchase again.","Verified Purchase","Reviewed in the United States on 24 March 2022","4.0 out of 5 stars"
"1429","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Teesha","I love the color!!","Verified Purchase","Reviewed in the United States on 22 July 2021","3.0 out of 5 stars"
"1430","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Dempsey M.","Took forever to get here bit my daughter likes it. Plus it's cute & pretty sturdy.","Verified Purchase","Reviewed in the United States on 11 June 2021","5.0 out of 5 stars"
"1431","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Alex","The end result is amazing. I love it. Good quality and completely sturdy. But the directions where a bloody nightmare. I had to disassemble it twice because I’d done the cabinet section wrong in two different ways. But the tears of frustration were worth it.","Verified Purchase","Reviewed in the United States on 29 September 2022","4.3 out of 5 stars"
"1432","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Maa","Never wasted so much time on a little piece of furniture. Wooden connector are to small. Great if you miss doing house of cards. Had to tape it together to be able to assembly. Worst assembly I had to do ever. Even instructions are not super clear. End product is cute. But I almost gave up on the assembly. Waste of time and energy.","Verified Purchase","Reviewed in Canada on 9 May 2023","4.0 out of 5 stars"
"1433","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Maa","Very easy to assemble and super cute. However, the back board was a bit too long and I had to cut it myself to fit. Other than that it’s very good quality.","Verified Purchase","Reviewed in the United States on 9 July 2022","2.0 out of 5 stars"
"1434","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","gg","I agree with the reviews about the wooden dowels being to skinny and not holding the main part of the furniture together so if you're putting this together by yourself assemble the main box together then put some tape to hold it together so can screw on the metal sides, once that is done you can continue with the rest of the assembly.  Piece of cake 🎂","Verified Purchase","Reviewed in the United States on 11 December 2023","2.0 out of 5 stars"
"1435","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Kevin H.","Nice tables but a bit pricey but overall very nice","Verified Purchase","Reviewed in the United States on 7 January 2022","4.0 out of 5 stars"
"1436","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Sam L.","Very sturdy product overall. But after attaching the door arm hinge, it did break. The door still functions and no visible issues because of it. I’m waiting to find a replacement or another solution now though. So be more careful than I was while you’re assembling those.","Verified Purchase","Reviewed in the United States on 23 March 2023","5.0 out of 5 stars"
"1437","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Dustin B","It’s okOne came damaged","Verified Purchase","Reviewed in the United States on 22 June 2023","3.0 out of 5 stars"
"1438","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Jacob Deason","I will update later with photos but I love my nightstands. They were easy to assemble and they are sturdy. There were no missing or damaged pieces even though there was damage to the box all items inside were fine. Putting on the doors I tried both ways and the first way left the door hanging too far out. I saw this in one of the reviews. All you have to do is flip the door the other way which I was able to do in a matter of seconds. I definitely recommend this product and would purchase again.","Verified Purchase","Reviewed in the United States on 24 March 2022","4.0 out of 5 stars"
"1439","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Teesha","I love the color!!","Verified Purchase","Reviewed in the United States on 22 July 2021","3.0 out of 5 stars"
"1440","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Dempsey M.","Took forever to get here bit my daughter likes it. Plus it's cute & pretty sturdy.","Verified Purchase","Reviewed in the United States on 11 June 2021","5.0 out of 5 stars"
"1441","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Alex","The end result is amazing. I love it. Good quality and completely sturdy. But the directions where a bloody nightmare. I had to disassemble it twice because I’d done the cabinet section wrong in two different ways. But the tears of frustration were worth it.","Verified Purchase","Reviewed in the United States on 29 September 2022","4.3 out of 5 stars"
"1442","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Maa","Never wasted so much time on a little piece of furniture. Wooden connector are to small. Great if you miss doing house of cards. Had to tape it together to be able to assembly. Worst assembly I had to do ever. Even instructions are not super clear. End product is cute. But I almost gave up on the assembly. Waste of time and energy.","Verified Purchase","Reviewed in Canada on 9 May 2023","4.0 out of 5 stars"
"1443","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Maa","Very easy to assemble and super cute. However, the back board was a bit too long and I had to cut it myself to fit. Other than that it’s very good quality.","Verified Purchase","Reviewed in the United States on 9 July 2022","2.0 out of 5 stars"
"1444","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","gg","I agree with the reviews about the wooden dowels being to skinny and not holding the main part of the furniture together so if you're putting this together by yourself assemble the main box together then put some tape to hold it together so can screw on the metal sides, once that is done you can continue with the rest of the assembly.  Piece of cake 🎂","Verified Purchase","Reviewed in the United States on 11 December 2023","2.0 out of 5 stars"
"1445","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Kevin H.","Nice tables but a bit pricey but overall very nice","Verified Purchase","Reviewed in the United States on 7 January 2022","4.0 out of 5 stars"
"1446","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Sam L.","Very sturdy product overall. But after attaching the door arm hinge, it did break. The door still functions and no visible issues because of it. I’m waiting to find a replacement or another solution now though. So be more careful than I was while you’re assembling those.","Verified Purchase","Reviewed in the United States on 23 March 2023","5.0 out of 5 stars"
"1447","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Dustin B","It’s okOne came damaged","Verified Purchase","Reviewed in the United States on 22 June 2023","3.0 out of 5 stars"
"1448","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Jacob Deason","I will update later with photos but I love my nightstands. They were easy to assemble and they are sturdy. There were no missing or damaged pieces even though there was damage to the box all items inside were fine. Putting on the doors I tried both ways and the first way left the door hanging too far out. I saw this in one of the reviews. All you have to do is flip the door the other way which I was able to do in a matter of seconds. I definitely recommend this product and would purchase again.","Verified Purchase","Reviewed in the United States on 24 March 2022","4.0 out of 5 stars"
"1449","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Teesha","I love the color!!","Verified Purchase","Reviewed in the United States on 22 July 2021","3.0 out of 5 stars"
"1450","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Dempsey M.","Took forever to get here bit my daughter likes it. Plus it's cute & pretty sturdy.","Verified Purchase","Reviewed in the United States on 11 June 2021","5.0 out of 5 stars"
"1451","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Alex","The end result is amazing. I love it. Good quality and completely sturdy. But the directions where a bloody nightmare. I had to disassemble it twice because I’d done the cabinet section wrong in two different ways. But the tears of frustration were worth it.","Verified Purchase","Reviewed in the United States on 29 September 2022","4.3 out of 5 stars"
"1452","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Maa","Never wasted so much time on a little piece of furniture. Wooden connector are to small. Great if you miss doing house of cards. Had to tape it together to be able to assembly. Worst assembly I had to do ever. Even instructions are not super clear. End product is cute. But I almost gave up on the assembly. Waste of time and energy.","Verified Purchase","Reviewed in Canada on 9 May 2023","4.0 out of 5 stars"
"1453","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Maa","Very easy to assemble and super cute. However, the back board was a bit too long and I had to cut it myself to fit. Other than that it’s very good quality.","Verified Purchase","Reviewed in the United States on 9 July 2022","2.0 out of 5 stars"
"1454","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","gg","I agree with the reviews about the wooden dowels being to skinny and not holding the main part of the furniture together so if you're putting this together by yourself assemble the main box together then put some tape to hold it together so can screw on the metal sides, once that is done you can continue with the rest of the assembly.  Piece of cake 🎂","Verified Purchase","Reviewed in the United States on 11 December 2023","2.0 out of 5 stars"
"1455","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Kevin H.","Nice tables but a bit pricey but overall very nice","Verified Purchase","Reviewed in the United States on 7 January 2022","4.0 out of 5 stars"
"1456","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Sam L.","Very sturdy product overall. But after attaching the door arm hinge, it did break. The door still functions and no visible issues because of it. I’m waiting to find a replacement or another solution now though. So be more careful than I was while you’re assembling those.","Verified Purchase","Reviewed in the United States on 23 March 2023","5.0 out of 5 stars"
"1457","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Dustin B","It’s okOne came damaged","Verified Purchase","Reviewed in the United States on 22 June 2023","3.0 out of 5 stars"
"1458","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Jacob Deason","I will update later with photos but I love my nightstands. They were easy to assemble and they are sturdy. There were no missing or damaged pieces even though there was damage to the box all items inside were fine. Putting on the doors I tried both ways and the first way left the door hanging too far out. I saw this in one of the reviews. All you have to do is flip the door the other way which I was able to do in a matter of seconds. I definitely recommend this product and would purchase again.","Verified Purchase","Reviewed in the United States on 24 March 2022","4.0 out of 5 stars"
"1459","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Teesha","I love the color!!","Verified Purchase","Reviewed in the United States on 22 July 2021","3.0 out of 5 stars"
"1460","table","VECELO Night Stand, End Side Table with Storage Space and Door,Modern Nightstands for Living Room,Bedroom (Charcoal Grey)","Dempsey M.","Took forever to get here bit my daughter likes it. Plus it's cute & pretty sturdy.","Verified Purchase","Reviewed in the United States on 11 June 2021","5.0 out of 5 stars"
"1461","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Carlo Girard","Fits perfect in our living room, small and logeable","Verified Purchase","Reviewed in the United States on 12 February 2024","4.4 out of 5 stars"
"1462","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Amazon Customer","Very good quality! I didn’t expect much for the price paid and was surprised. Bought it as a temporary solution, but will keep it for my guest bedroom. It’s small which  is perfect for tight spaces , can be used as a side table as well. It was easy to put together. Highly recommend!","Verified Purchase","Reviewed in the United States on 16 January 2024","5.0 out of 5 stars"
"1463","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","tina","Was not as I thought it would be , thinking more heave in materialand was my fault , size was smaller than I thought it would be","Verified Purchase","Reviewed in the United States on 10 January 2024","5.0 out of 5 stars"
"1464","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","xylina","This is exactly as described.  We had to put it together. The assembly instructions were very clear. It was easy.  It is very sturdy and fits nicely in the space we need it.","Verified Purchase","Reviewed in the United States on 21 January 2024","4.0 out of 5 stars"
"1465","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Kory Ciraolo","Great product for value. The image is misleading, so definitely pull out a measuring tape for the dimensions. I also had the misfortune of receiving a handle with a stripped thread. Aside from that, I'm happy with what I got.","Verified Purchase","Reviewed in the United States on 29 December 2023","5.0 out of 5 stars"
"1466","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Amazon Customer","Grt grddaughterloved this stand in her room","Verified Purchase","Reviewed in the United States on 4 February 2024","4.0 out of 5 stars"
"1467","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Amazon Customer","A little difficult to put together but turned out perfect","Verified Purchase","Reviewed in the United States on 16 January 2024","5.0 out of 5 stars"
"1468","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Nicole Dooley","Pretty easy to put together and fits perfect for my space. Looks really nice for the price","Verified Purchase","Reviewed in the United States on 27 January 2024","4.0 out of 5 stars"
"1469","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Steven P. Monday","I was a little concerned when I opened it about being able to put it together, but it really wasn't that difficult. I generally hate assembling such things. It's quite functional, sturdy, and fits the space we needed. And a good price.","Verified Purchase","Reviewed in the United States on 12 January 2024","5.0 out of 5 stars"
"1470","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","It’s pretty firm and easy to clean.","It takes up little space","Verified Purchase","Reviewed in the United States on 16 January 2024","5.0 out of 5 stars"
"1471","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Elizabeth Gallant","This product is exactly how I thought it would be when it arrived, no complaints!","Verified Purchase","Reviewed in the United States on 3 January 2024","4.4 out of 5 stars"
"1472","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Elizabeth Gallant","Like","Verified Purchase","Reviewed in the United States on 12 January 2024","4.0 out of 5 stars"
"1473","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Little smaller that what was expected but besides that it’s great","I needed a table for in front of my console loveseat recliner. This fits perfectly in front of the console part. I have it sideways, so the draw opens towards my leg. I can still recline my seat without hitting the table. You can't beat the price for this.","Verified Purchase","Reviewed in the United States on 4 January 2024","4.0 out of 5 stars"
"1474","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Jerm","It fits well in small space.  Drawer is spacious,  deep.  Sturdy construction.","Verified Purchase","Reviewed in the United States on 24 January 2024","4.0 out of 5 stars"
"1475","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","sl@okcl","Excellent all the way. Quality is the best and love the design.","Verified Purchase","Reviewed in the United States on 24 January 2024","5.0 out of 5 stars"
"1476","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","TATI","Looks just like advertised. Shorter than expected but I didn’t get the measurements before I ordered.","Verified Purchase","Reviewed in the United States on 29 December 2023","5.0 out of 5 stars"
"1477","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Housewithfourboys","It's very small for a nightstand","Verified Purchase","Reviewed in the United States on 6 January 2024","5.0 out of 5 stars"
"1478","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Marlena Nichols","This is a really great little table for the price!! It is pretty sturdy, I am really impressed with it!! I definitely would recommend it!!","Verified Purchase","Reviewed in the United States on 10 January 2024","4.0 out of 5 stars"
"1479","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Rebecca K. Nash","Able to assemble with just one person. You will need a phillips screwdriver as that's not provided. I especially liked that no screws are visible from the outside of the night stand.","Verified Purchase","Reviewed in the United States on 2 January 2024","4.0 out of 5 stars"
"1480","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Ella Long","Easy to put together. Simple and well made","Verified Purchase","Reviewed in the United States on 16 January 2024","5.0 out of 5 stars"
"1481","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Elizabeth Gallant","This product is exactly how I thought it would be when it arrived, no complaints!","Verified Purchase","Reviewed in the United States on 3 January 2024","4.4 out of 5 stars"
"1482","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Elizabeth Gallant","Like","Verified Purchase","Reviewed in the United States on 12 January 2024","4.0 out of 5 stars"
"1483","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Little smaller that what was expected but besides that it’s great","I needed a table for in front of my console loveseat recliner. This fits perfectly in front of the console part. I have it sideways, so the draw opens towards my leg. I can still recline my seat without hitting the table. You can't beat the price for this.","Verified Purchase","Reviewed in the United States on 4 January 2024","4.0 out of 5 stars"
"1484","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Jerm","It fits well in small space.  Drawer is spacious,  deep.  Sturdy construction.","Verified Purchase","Reviewed in the United States on 24 January 2024","4.0 out of 5 stars"
"1485","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","sl@okcl","Excellent all the way. Quality is the best and love the design.","Verified Purchase","Reviewed in the United States on 24 January 2024","5.0 out of 5 stars"
"1486","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","TATI","Looks just like advertised. Shorter than expected but I didn’t get the measurements before I ordered.","Verified Purchase","Reviewed in the United States on 29 December 2023","5.0 out of 5 stars"
"1487","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Housewithfourboys","It's very small for a nightstand","Verified Purchase","Reviewed in the United States on 6 January 2024","5.0 out of 5 stars"
"1488","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Marlena Nichols","This is a really great little table for the price!! It is pretty sturdy, I am really impressed with it!! I definitely would recommend it!!","Verified Purchase","Reviewed in the United States on 10 January 2024","4.0 out of 5 stars"
"1489","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Rebecca K. Nash","Able to assemble with just one person. You will need a phillips screwdriver as that's not provided. I especially liked that no screws are visible from the outside of the night stand.","Verified Purchase","Reviewed in the United States on 2 January 2024","4.0 out of 5 stars"
"1490","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Ella Long","Easy to put together. Simple and well made","Verified Purchase","Reviewed in the United States on 16 January 2024","5.0 out of 5 stars"
"1491","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Elizabeth Gallant","This product is exactly how I thought it would be when it arrived, no complaints!","Verified Purchase","Reviewed in the United States on 3 January 2024","4.4 out of 5 stars"
